,ID,Text,Englisch
854,YV14NÜ,"Die Lernmodule waren gut verständlich und gut zum Lernen, mit den Videos gab es ein Paar Probleme, weshalb ich nur noch die Folien durchgelesen habe und auf die Videos verzichtet habe. Dennoch bin ich gut mit dem Lernmaterial zurechtgekommenDie Aufgabenstellung konnte ich gut bearbeiten. Bei der ersten Aufgabe musste ich dennoch kurz in meine Notizen schauen, da ich die Folien vor längerem bearbeitet hatte.","The learning modules were easy to understand and easy to learn, with the videos there were a few problems, which is why I only read the foils and did without the videos. Nevertheless, I was well dealt with with the learning material. In the first task, I still had to look into my notes briefly because I had worked on the foils a long time ago."
855,EL27NÜ,"An die Aufgabe bin ich leider nicht so motiviert herangegangen. Das hat verschiedene Gründe. Erstens hat mich das erste Thema Klassenmanagement mehr interessiert, und ich hatte eine größere Verbindung dazu, und zweitens waren es dieses Mal zwei Vorlesungen zu den Thema. Auf die Aufgabe habe ich mich trotzdem gut vorbereitet gefühlt. Die Aufgabenstellung habe ich verstanden und bearbeitet.Das Bearbeiten hat mir nicht so viel Spaß gemacht, und ich habe die zwei Vorlesungen an zwei verschiedenen tagen angeschaut. Notizen habe ich trotzdem mitgeschrieben und auch für die Bearbeitung der Aufgabe genutzt. Durch soziale Medien wurde ich aber wieder leicht abgelenkt, da Nachrichten ankamen.Die Aufgabe und die Reflexion der Aufgabe wurden beide an einen Tag bearbeitet, aber die Vorlesungsvideos wurden nicht an dem selben Tag geschaut.Die gesamte Aufgabenstellung war recht schön für mich, da man durch aufgezeichnete Videos pausieren kann, um sich essen zu machen, oder andere Dinge zu erledigen, ohne etwas zu verpassen. Außerdem kann man sie bearbeiten wann man will, und ist nicht an einen gewissen Tag bzw. Uhrzeit gebundenMein Kompetenzstand zu den Thema ist zwar nicht so gut wie der zu dem Klassenmanagement, aber trotzdem sollte er vorhanden sein.Mit der Bearbeitung der Aufgabe habe ich mir deutlich schwerer getan als mit der ersten, und auch mit meiner schriftlichen Lösung bin ich nicht so zufrieden, aber ich wollte sie am Ende einfach nur abgeben, und wollte deswegen nicht so viel begründen oder erklären. Deshalb sind auch manche Antworten so abgehackt und ohne Verbindungen geschrieben. In dieser Reflexion war ich relativ ehrlich zu mir selbst, und habe zugegeben, dass ich beim bearbeiten der Aufgabe auch auf die Zeit geschaut habe, und relativ schnell fertig sein wollte.Deswegen ist auch die gesamte Lerneinheit Einführung in die Pädagogische Diagnostik nicht so erfolgreich gewesen wie die erste Lerneinheit ","Unfortunately, I didn't approach the task so motivated. There are various reasons. First, I was more interested in the first topic of class management, and I had a greater connection, and secondly this time it was two lectures on the subject. I still felt well prepared for the task. I understood and edited the task. The editing did not have so much fun and I looked at the two lectures on two different days. I still wrote notes and also used to process the task. However, I was easily distracted by social media, since messages arrived. The task and the reflection of the task were both processed to one day, but the lecture videos were not watched on the same day. Can pause through recorded videos to eat or do other things without missing anything. In addition, you can edit them when you want and is not bound to a certain day or time. Much more difficult than with the first, and I am not so satisfied with my written solution, but in the end I just wanted to give it off, and therefore didn't want to justify or explain so much. That is why some answers are so chopped off and written without connections. In this reflection I was relatively honest with myself, and admitted that when I edited the task I also looked at the time and wanted to be finished relatively quickly. This is why the entire learning unit was not so successful in pedagogical diagnostics Like the first learning unit"
856,SY27NÜ,"Bevor ich die Aufgabenstellung bearbeitet habe, habe ich den Themenbereich mit Hilfe derArbeitsmaterialien auf Studon bearbeitet.Nachdem das geschafft war, habe ich mit der Aufgabenstellung begonnen. Da ich bei derersten Aufgabe, nicht alles auswendig wusste, habe ich die Arbeitsmaterialien zur Hilfegenommen. Die Aufgabe war nochmals eine sehr gute Vertiefung zum Thema. Bei der zweitenAufgabe habe ich überlegt, was beiden Seiten helfen kann, damit die Noten besser werden.Hier habe ich mich hineinversetzt und überlegt, was würde ich machen? Hier war ist meinHauptkriterium die bessere Zusammenarbeit zwischen Schüler und Lehrer.Nachdem ich die Aufgabe erledigt hatte, habe ich alles nochmals nach Rechtschreibfehlernund sonstigen Fehler kontrolliert. Schlussendlich habe ich die Reflexion geschrieben.Ich bin mit der Aufgabe sehr gut zurechtgekommen und es gab keine Probleme, um dieAufgabe gut lösen zu können.","Before I worked on the task, I worked on the subject area with the help of the work materials on Studon. After this was done, I started the task. Since I did not know everything about the most of the task, I took the work materials for help. The task was again a very good deepening on the topic. During the second task I thought about what can help both sides so that the grades get better. Here was my main criterion the better cooperation between the pupil and teacher. After I had done the task, I checked everything again according to spelling mistakes and other errors. In the end I wrote the reflection. I got along very well with the task and there were no problems to be able to solve the task well."
857,SA19HE,"Die Aufgaben hätten wiederum mehr auf Grundlage von Expert*innen und deren Theorien bearbeitet werden sollen, zusätzlich natürlich ein ausführliches Quellenverzeichnis. Zudem hätte ich die Skizzierung deutlich ausführlicher machen sollen, wobei unklar ist, wie lang eine Skizzierung sein sollte. Die zweite Aufgabe hätte ebenfalls ausführlicher und mit mehr Literatur sein sollen.","In turn, the tasks should, in turn, should be processed more on the basis of experts and their theories, of course, a detailed list of sources. In addition, I should have made the sketch significantly more detailed, although it is unclear how long a sketch should be. The second task should also have been more detailed and with more literature."
858,DA02SU,"Ich bin motiviert an die Aufgabenstellung herangegangen und habe mir vorgenommen, den Themenbereich 5 sowie die folgende Reflexion zu erarbeiten, ich habe mir also selbst ein Lernziel gesetzt.Da mir bewusst war, dass ich in meinem späteren Lehrerberuf immer wieder mit unterschiedlichen Leistungsniveaus in einer Klasse konfrontiert werde, habe ich den Themenbereich als sehr wichtig wahrgenommen und wollte ihn dementsprechend auch konzentriert bearbeiten. Dass ich dafür eine Studienleistung erbringen muss, welche ich selbst erarbeite, habe ich als angemessen empfunden. Vor Beginn der Bearbeitung habe ich mein Telefon weggelegt, damit ich nicht durch eingehende Nachrichten und aufleuchtende Notifikationen gestört werde. Da ich mir eine ruhige und störungsfreie Arbeitsumgebung gesucht habe, konnte ich die Aufgaben zum Themenbereich 5 konzentriert bearbeiten. Ich hatte keine Probleme damit, die Aufgabenstellung zu verstehen, jedoch fand ich das Lernmodul auf StudOn sehr hilfreich. Da die Situation in der Praxis häufig vorkommt und ich unterschiedliche Leistungsniveaus bereits aus meinem Schülerleben kannte, konnte ich sofort einen Bezug zur Aufgabe herstellen. Das hat mir geholfen, die Wichtigkeit nachzuvollziehen.Ich war froh, einen Themenbereich abgearbeitet zu haben. Auch beim erneuten Lesen meiner Lösung war ich zufrieden, gewissermaßen ist mir eine Last von den Schultern gefallen. Da nun auch ein Themenbereich für die Klausur wegfällt, habe ich die Abgabe als erleichternd empfunden. Ich konnte viel aus dem Themenbereich mitnehmen und ich bin mir sicher, dass Gelerntes in meinem späteren Berufsleben Anwendung finden wird.  ","I approached the task motivated and have decided to develop the subject area 5 and the following reflection, so I set myself a learning objective myself. Since I was aware that in my later teaching profession I was repeatedly with different levels of performance in one class is confronted, I perceived the subject area as very important and wanted to work it out accordingly. I found that I have to provide a study performance that I work myself. Before the processing started, I put my phone away so that I would not be disturbed by incoming messages and illuminating notifications. Since I was looking for a quiet and trouble -free work environment, I was able to work on the tasks on the subject area 5 concentrated. I had no problems understanding the task, but I found the learning module on Studon very helpful. Since the situation often occurs in practice and I already knew different levels of performance from my student life, I was able to make a reference to the task immediately. That helped me to understand the importance. I was happy to have worked through a subject area. I was also satisfied when I read my solution again, so to speak, a load fell off my shoulders. Since a subject area for the exam is also eliminated, I found the delivery to be relieving. I was able to take a lot from the subject area and I am sure that what you have learned will be used in my later professional life."
859,,"Vorerst habe ich mir die Vorlesungsfolien zum Thema noch einmal durchgelesen. Dann habe ich mir die Aufgabenstellung und das Fallbeispiel genau durchgelesen. Da die Vorlesungsfolien recht umfangreich sind hab ich versucht mich auf die wichtigsten Punkte zu konzentrieren.Da die Lerninhalte recht umfangreich sind war ich unsicher, was relevant ist und was nicht. Ich habe versucht die wichtigsten inhaltlichen Punkte zu dem Thema herauszusuchen und zusammenzufassen. Nichtsdestotrotz konnte ich die Aufgabe recht gut bearbeiten.  Ich bin recht zufrieden mit meiner Bearbeitung der Aufgaben, vor allem mit den weiteren Kriterien, die ich für die Diagnostik gefunden habe. Dennoch bin ich mir unsicher, ob ich alle wichtigen Punkte gefunden und in der Bearbeitung erwähnt habe. Ich denke ich habe die wichtigsten Punkte zur Diagnostik verinnerlichen können und die Bearbeitung hat mir geholfen diese nochmal zu wiederholen.","For now, I read the lecture films on the subject again. Then I read through the task and the case study. Since the lecture foils are quite extensive, I tried to concentrate on the most important points. Since the learning content is quite extensive, I was unsure what is relevant and what is not. I tried to choose and summarize the most important content points on the subject. Nevertheless, I was able to work on the task quite well. I am quite satisfied with my processing of the tasks, especially with the other criteria that I found for the diagnosis. Nevertheless, I am unsure whether I found all the important points and mentioned in processing. I think I have been able to internalize the most important points for diagnostics and the processing helped me to repeat it again."
860,UL24FR,"Zunächst habe ich mich mit der Thematik auseinandergesetzt, indem ich den Vorlesungsinhalt durchgegangen und zusammengefasst habe. Anschließend habe ich die Aufgabe gelesen und in der Zusammenfassung die wichtigsten Punkte markiert. Diese habe ich dann in einen Text umgeschrieben und ergänzt. Ich hatte das Gefühl gut mit der Aufgabe zu Recht zu kommen, da ich problemlos die Aufgabe bearbeiten konnte.Sowohl der Lerninhalt als auch die Aufgabe waren während der Bearbeitung gut verständlich und ich bin schnell vorangekommen. Mit meinem Ergebnis bin ich ebenfalls zufrieden. Hier und da fehlen im Vergleich zur Feedbackvariante Details und Begriffe, aber dennoch denke ich. Dass ich es insgesamt gut auf den Punkt bringen konnte und nicht viel ausgelassen habe. Allgemein habe ich das Thema mir viel merken können und eine gute Zusammenfassung erstellt. Da nicht viele Unterschiede zum Feedback sind bin ich zufrieden mit meiner Lösung.","First of all, I dealt with the topic by going through and summarizing the lecture content. Then I read the task and marked the most important points in the summary. I then rewritten and supplemented them. I had the feeling that I was right with the task, since I could easily work on the task. I am also satisfied with my result. Here and there are missing details and terms compared to the feedback variant, but I still think. That overall I could get it in a nutshell and didn't leave it out. In general, I was able to remember the topic a lot and created a good summary. Since there are not many differences in feedback, I am satisfied with my solution."
861,AN16NÜ,"Sichtung der VorlesungsunterlagenEinarbeitung in die InhalteVerschaffung eines ÜberblicksSich mit der Thematik vertraut machenAnwendung der Inhalte auf das Fallbeispiel, scannen der wichtigsten Infos unter Berücksichtigung der gelernten InhalteAnhand des Fallbeispiels konnte man sich die theoretischen Inhalte besser verinnerlichen.Überlegungen zur Aufgabenstellung à Welche Aspekte aus der pädagogischen Diagnostik währen hilfreich für die Lehrerin gewesen?Die Musterlösung war viel ausführlicher als die von mir genannten Aspekteà nächstes mal wäre es besser, wenn ich meine Lösung nicht zu knapp und eingegrenzt angeben würde, sondern breiter fassen um mehr Aspekte, die zum Themenbereich gehören, mit abzudecken und dadurch auch zu lernen.","Provision of lecture documents in the content acquisition of an overview with the topic of making the content of the content on the case study, scanning the most important information, taking into account the learned content of the case study, the theoretical content could be better internalized. Has been helpful for the teacher? The sample solution was much more detailed than the aspect I mentioned Next time it would be better if I would not indicate my solution too short and limited, but rather to cover more aspects that belong to the subject area and to cover and to cover and to learn."
862,EL10NÜ,"Das Thema pädagogische Diagnostik ist sehr groß, was auch dadurch zu sehen war, dass dieVorlesungen dazu in zwei größere Sektionen zerlegt war. Deshalb hatte ich auch Probleme dasThema zu gliedern und einen Anfang zu finden, was auch der Grund war, warum ich mir einen Tippeinholte, welcher dann sehr hilfreich war. Durch diesen hatte ich einen groben Plan, welchen ichdann Schritt für Schritt umsetzte. Da die PowerPoint sehr viele Folien enthielt benutzte ichhauptsächlich diese und nahm kaum Literatur zu Hand. Mit dem groben Plan und den Folien war dieerste Aufgabe für mich gut zu bearbeiten, Probleme hatte ich noch auszuwählen, was ich in die Fragemit einbeziehen sollte und was aussenvor zulassen war.Anhand der Musterlösung sah ich, dass ich einige Aspekte weggelassen hatte, welche dort nochenthalten waren. Außerdem war diese noch ausführlicher in einigen Aspekten, insgesamt waren aberauch einige Abschnitte von ähnlichem Inhalt.Der erste Teil der zweiten Aufgabe beantwortete ich durch die Inhalte der ersten Aufgabe. Dadurchwar dieser Teil gut zu bearbeiten. Bei der Frage welche diagnostische Vorgehensweise Frau Klammerin Zukunft nehmen sollte, hatte ich Zweifel, ob ich eine konkrete Möglichkeit nehmen sollte oder ineinem größeren Umfang vorstellen, wie eine gute pädagogische Diagnostik aussieht. Ich entschiedmich für einen größeren Umfang. Das ganze auf das Fach Mathematik zuzuschneiden war eineweitere Schwierigkeit.Insgesamt hatte ich bei dieser Aufgabe größere Probleme als bei der ersten Aufgabe. Da diePräsentation auch Begründungen enthielt, warum die vorgestellten Methoden Vorteile oderNachteile enthalten, war der letzte Teil der Aufgabe ohne größere Probleme zu behandeln","The topic of pedagogical diagnostics is very large, which was also seen by the fact that the lectures were broken down into two larger sections. That's why I also had problems to break down and find a beginning, which was also the reason why I got a tip in the tip, which was very helpful. Through this I had a rough plan, which I then implemented step by step. Since the PowerPoint contained many foils, I mainly used them and took hardly any literature. With the coarse plan and the films, this was the first task of working for me, I had problems choosing what I should include in the questionemy and what was allowed on the outside. were still withheld. In addition, this was even more detailed in some aspects, in total there were some sections of the similar content. The first part of the second task I answered by the content of the first task. As a result, this part is easy to edit. When it comes to the question of which diagnostic approach Ms. Klammerin should take, I had doubts as to whether I should take a concrete option or present a greater extent what good pedagogical diagnostics looks like. I decide for a larger scope. The whole thing to cut the subject of mathematics was a few difficulty. In total, I had greater problems with this task than in the first task. Since the presentation also contained reasons why the methods presented contain advantages or disadvantages, the last part of the task was to be treated without major problems"
863,UT02NÜ,"Die Aufgabe hätte besser strukturiert werden können. Vielleicht mit einem Diagramm zur Veranschaulichung oder Stichpunkten. Außerdem hätte die Aufgabe ausführlicher beantwortete werden können. Manche Informationen haben gefehlt, hier muss also besser recherchiert werden. Auch hier hätte besser strukturiert werden können. Bei vielen Informationen haben die Belege in form von Namen gefehlt. Insgesamt wurde sich sehr kurzgefasst und vieles hätte man noch genauer beschrieben können. Vieles was im Feedback steht wurde auch gar nicht genannt, hier hätte man vieles ausführlicher beschreiben können.","The task could have been better structured. Perhaps with a diagram to illustrate or key points. In addition, the task could have been answered in more detail. Some information was missing, so it has to be better researched here. Here, too, could have been better structured. With a lot of information, the documents were missing in the form of names. Overall, it was very short and a lot could have been described in more detail. Much of what is in feedback was not mentioned at all, here you could have described a lot in more detail."
864,AN10LI,"Ich bin ähnlich an die Situation heran gegangen wie bei der Thematik „Umgang mit Störungen“ und habe mir aufmerksam die Folien des Themas durchgelesen und versucht jedes Detail zu verstehen um es dann anwenden zu können. Das Thema ist etwas theoretischer und mit Vorwissen konnte man auch eher weniger anfangen. Dennoch war es gut strukturiert und relativ leicht zu verstehen. Somit hatte ich mit keinem Themenbereich größere Probleme.Das Fallbeispiel war schnell zu verstehen und man konnte es direkt gut mit der Frage in Zusammenhang stellen. Die Fragen sind genau wie die Lerninhalte in zwei Themenfelder gegliedert und so konnte man das Fallbeispiel in zwei Teile halbieren. Ich konnte die Fragen auf meine weise lösen und die gelernten Inhalte mit in meine Antworten und Überlegungen einfließen lassen.Im Großen und Ganzen bin ich zufrieden mit meinen Lernergebnissen und hoffe, dass ich das auch für meine spätere Laufbahn als Lehrer mitnehmen kann, um meine Schülerinnen bestmöglich mit einem guten Unterricht zu fördern. Auch meine Ergebnisse der schriftlichen Arbeit sind in Ordnung und stimmen in vielen Teilen mit der Musterlösung überein. Somit kann ich mit mir selbst zufrieden sein und mit gutem Gewissen schlafen.","I went to the situation in a similar way to the topic of ""dealing with disruptions"" and I carefully read the foils of the topic and tried to understand every detail in order to be able to apply it. The topic is a little more theoretical and with prior knowledge you could also start less. Nevertheless, it was well structured and relatively easy to understand. So I had no major problems with any subject area. The case study was quickly understood and you could directly related it to the question. The questions are divided into two subject areas just like the learning content and so you could halve the case study in two parts. I was able to solve the questions in my own way and incorporate the learned content into my answers and considerations. In the whole, I am satisfied with my learning results and hope that I can also take this with me for my later career in order to take my students to promote good lessons as best as possible. My results of the written work are also okay and voices in many parts with the sample solution. So I can be satisfied with myself and sleep with a clear conscience."
865,DE25ER,"Bevor ich begonnen habe die Aufgabe zu bearbeiten, habe ich mich mit den auf Studoneingestellten Materialien (u.a. der Vorlesung zum Themenbereich 5) vertraut gemacht, unddas Thema vertieft indem ich Unklarheiten im Internet recherchiert und mich mit einigenKomilitonen zur Thematiesierten Vorlesung ausgetauscht habe.Während der Bearbeitung der Aufgabe habe ich mir vorgestellt wie es sich anfühlen würdewenn mir dieses Fallbeispiel wirklich passieren würde und wie ich tatsächlich reagierenwürde.Dann habe ich versucht, objektiv an das Thema heran zu gehen und mich nochmals mit demStoff der Vorlesung 8 befasst. Bei Aufgabe 1 ging es nur darum die Situation bzw dasFallbeispiel zu analysieren, aber bei Aufgabe 2 habe ich mir einige Gedanken gemacht undüberlegt, was wichtig für mich ist und was wichtig ist um die Schülern neu zu motivieren.Da ich die Vorgehensweise der Bearbeitung schon von der ersten Aufgabe kannte, viel mirdiese relativ leicht.Nach Beendigung der Aufgaben habe ich mir mehrere Meinungen zu meiner Arbeiteingeholt. Dann hab ich alles noch einmal durchgelesen, Tippfehler korrigiert und ein oderzwei Ergänzungen gemacht.Nachdem ich dann alles abgegeben hatte, kamen mir noch ein paar Punkte in den Sinn, dieich evtl. noch hätte beachten können, aber jetzt ist es zu spät. Im großen und ganzen bin ichmit meiner Arbeit zufrieden.","Before I started to work on the task, I became familiar with the materials (including the lecture on the subject area 5), and that the topic was deepened by researching ambiguities on the Internet and exchanging some comilitons for the topic. Due to the processing The task I imagined how it would feel that this case example would really happen to me and how I actually react. Then I tried to objectively approach the topic and deal again with the material of the lecture 8. Exercise 1 was only about analyzing the situation or the case example, but with Exercise 2 I thought about what is important for me and what is important to motivate the students. The first task knew, a lot of mite, relatively easy. After completing the tasks, I got several opinions about my work. Then I read everything again, corrected typing errors and made an Oderzwei additions. After I had handed over everything, a few more points came to me, Dieich may have still considered, but now it is too late. Overall, I am satisfied with my work."
866,MA13LA,"Wie auch bei der letzten Aufgabe habe ich mir erst einmal die Aufgabe und die Tipps und anschließend die Vorlesungsfolien und meine Aufschriebe dazu durchgelesen. Auch hier fand ich die Tipps sehr hilfreich, da mir die Vorlesungen und auch die Lektüre relativ umfangreich vorkamen. Anschließend machte ich mir Stichpunkte zu der Aufgabe. Ich brachte meine Stichpunkte in eine sinnvolle Reihenfolge und begann einen Fließtext zu schreiben. Da ich das Thema sehr spannend finde – nicht zuletzt, weil es mich an den guten oder schlechten Unterricht erinnert, den man selbst kennt – machte mir die Aufgabe auch Spaß.  In der zweiten Teilaufgabe habe ich mich größtenteils auf die Vorlesungsfolien konzentriert, da mir diese ziemlich umfangreich erschienen. Mein Verständnis zu diesem Themenbereich würde ich auch als gut einschätzen. Mit der Aufgabe kam ich auch recht gut zurecht, auch wenn sie etwas aufwendiger war als die andere. Alles in allem bin ich zufrieden mit meiner Aufgabe und denke, dass ich die Aufgabe ausreichend gut beantwortet habe.","As with the last task, I first read the task and then the tips and then the lecture films and my list. Here, too, I found the tips very helpful because the lectures and the reading felt relatively extensive. Then I made my key points about the task. I brought my key points into a sensible order and started writing a body text. Since I find the topic very exciting - not least because it reminds me of the good or bad lessons that you know yourself - I also enjoyed the task. In the second part of the part, I mostly focused on the lecture foils because they seemed quite extensive to me. I would also consider my understanding of this topic as good. I also got along quite well with the task, even if it was a little more complex than the other. All in all, I am satisfied with my task and think that I answered the task sufficiently well."
867,MA09LI,"Beim Sichten des Lösungsvorschlags fällt erneut auf, dass ich eine detailliertere Darstellung der einzelnen Situationen durchführen hätte können. Zusammenfassend würde ich dennoch sagen, dass ich die Ausrichtung meiner Lösung definitiv in Richtung des Lösungsvorschlags formuliert haben.Im Feld der Pädagogischen Diagnostik gibt es vielen Möglichkeiten, eine Situation zu analysieren und entsprechende Lösungsvorschläge zu entwerfen. Aus diesem Grund habe ich mich nur auf einige wenige (situationsadäquate) Ideen fokussiert. Gerade bei einer recht kurzen Aufgabenstellung muss man abwägen, welche Informationen noch „zwischen den Zeilen lesen kann“ und welche man gewissermaßen annehmen / interpretieren muss.Alles in allem würde ich sagen, dass mir das Bearbeiten der Aufgabe für die Schulalltag einen Mehrwert gebracht hat. Gerade das Sensibilisieren für die Vielfältige Anwendung von diagnostischen Verfahren in den unterschiedlichen Situationen kann von großem Nutzen sein.Ich wiederhole mich:Von der Umsetzung mit StudOn bin ich sehr begeistert, das Hochlanden der Aufgabe ging einfach und war intuitiv! Gerne würde ich mehr solcher Lern-Tools gerade in Kombination mit asynchroner Lehre nutzen, da ich ihr einen großen Vorteil bezüglich der Flexibilität sehe!","When viewing the solution proposal, it is again noticeable that I could have done a more detailed representation of the individual situations. In summary, I would still say that I have definitely formulated the orientation of my solution in the direction of the solution proposal. In the field of pedagogical diagnostics, there are many ways to analyze a situation and design corresponding solutions. For this reason, I only focused on a few (situation -adequate) ideas. Especially with a rather short task, you have to weigh what information can still be read between the lines ""and which you have to accept / interpret, all in everything in everything I would say that editing the task for everyday school life has given me added value. The sensitization to the diverse application of diagnostic procedures in different situations can be of great use. I repeat me: I am very enthusiastic about the implementation with Studon, the upgrading of the task was easy and was intuitive! I would be happy to use more such learning tools, especially in combination with asynchronous apprenticeship, because I see a great advantage in terms of flexibility!"
868,ST09MÜ,"Wie schon in meiner ersten Reflexion werde ich diese wieder in drei Teile gliedern, da mir dies geholfen hat und somit leichter viel.Im Vergleich zu dem Thema des Klassenmanagements hat mich der Themen Block 5 „Einführung in die pädagogische Diagnostik“ etwas weniger interessiert. Möglicherweise hat sich dies auch auf meine Motivation diese zu erledigen niedergeschlagen. Sobald ich jedoch begonnen hatte, fiel mir die Bearbeitung der Aufgaben leicht und hat Spaß gemacht. Da ich mich mit einer Freundin zum gemeinsamen lernen verabredet hatte, fiel mir das Arbeiten leichter und ich war durchaus konzentriert. Dennoch finde ich Themenbereich 5 etwas schwieriger als den Vorherigen und dementsprechend habe ich etwas länger gebraucht. Gemeinsam haben wir uns jedoch gut geholfen um so das bestmögliche Ergebnis zu erreichen. Auch das selbstständige Lernen finde ich nach wie vor gut, da man sich dadurch seine Zeit selbst einteilen kann und somit viel flexibler ist.Nach der Bearbeitung der Aufgabe hat sich mein Wissen über die Pädagogische Diagnostik deutlich verbessert und sich viel besser gefestigt als dies nur durch die Vorlesungen gegangen wäre.Besonders für den ersten Teil der Aufgabe habe ich die Hilfe durch die Tipps gebraucht. Deswegen finde ich es sehr gut, dass es die Möglichkeit gibt sich Hilfe zu holen, auch ohne das Kontaktieren der Tutorin oder einem Kommilitonen. ","As in my first reflection, I will bring them back into three parts, as this helped me and therefore much more. In comparison to the topic of class management, I was a little less interested in the subject of Block 5 ""Introduction to Pedagogical Diagnostics"". This may also have been put down on my motivation. However, as soon as I started, it was easy for me to process the tasks and was fun. Since I had made an appointment with a friend to learn together, I felt easier for me and I was quite concentrated. Nevertheless, I find subject areas 5 a little more difficult than the previous one and accordingly it took me a little longer. Together we helped ourselves to achieve the best possible result. I also like the independent learning, since this can be used to divide your time yourself and is therefore much more flexible. After processing the task, my knowledge of pedagogical diagnostics has improved significantly and is much better than this only through The lectures would have gone. That's why I think it's very good that there is the possibility to get help, even without contacting the tutor or a fellow student."
869,AN28NÜ,"Um in dieses komplexe Thema einzusteigen, war es wieder wichtig, alle Materialien, die zur Verfügung standen, zusammen zu fassen. Die wichtigsten Punkte, Fachbegriffe und Thesen habe ich aufgeschrieben und wenn nötig, nochmals in eigenen Worten erklärt. Es war auch nötig zu 3 Begriffen (Objektivität, Validität und Reliabilität) noch einmal selbst Recherche zu betreiben, um genauer zu verstehen, was gemeint ist. Nach dem Durchlesen der ersten Aufgabenstellung, eine Struktur in die pädagogische Diagnostik zu bringen, konnte ich sofort einige Ansätze anbringen. In Absprache mit meinem Lernpartner, mit dem ich die Aufgabe parallel bearbeitet habe, haben wir ein gemeinsames Ergebnis formulieren und verknüpfen können. Das hat gut und flott funktioniert. Nach dem Durchlesen der zweiten Aufgabe, kam es zu einer angeregten Diskussion, vor allem was den zweiten Teil betraf: Was für Methoden könnte die Lehrkraft noch anwenden, um einen besseren Einblick in die Lernstände der SuS zu bekommen. Hier wurden sowohl herkömmliche Methoden besprochen, aber auch an neue und innovative Methoden gedacht, die es so im Matheunterricht noch nicht gibt.Der Feedback Bogen enthielt umfangreiche Angaben zu den Aufgaben. Viele Aussagen deckten sich mit den eigenen Lösungen, manchmal wurde allerdings viel weitergedacht, als was ich angerissen habe. Teilweise hätten viel ausschweifendere Antworten kommen müssen. Auch hier half wieder die angeregte Diskussion mit dem Lernpartner, der teilweise auch nachvollzeihen konnte, dass wir mehr in die Tiefe der Thematik hätten gehen müssen. Alles in Allem, waren aber beide Aufgaben und die Reflexion zu der Aufgabe, eine gelungene Methode um die Lerninhalte 4 & 5 selbst zu erlernen.","In order to get into this complex topic, it was important again to summarize all materials that were available. I wrote down the most important points, technical terms and theses and, if necessary, explained again in my own words. It was also necessary to do 3 terms (objectivity, validity and reliability) yourself again in order to understand what is meant more precisely. After reading through the first task of bringing a structure into pedagogical diagnostics, I was able to attach some approaches immediately. In consultation with my learning partner, with whom I have processed the task in parallel, we were able to formulate and link a common result. It worked well and briskly. After reading through the second task, there was a lively discussion, especially as far as the second part concerned: What kind of methods could the teacher use in order to get a better insight into the learning stands of the pupils. Here, both conventional methods were discussed, but also thought of new and innovative methods that are not yet available in math lessons. The feedback sheet contained extensive information on the tasks. Many statements coincided with their own solutions, but sometimes a lot was thought on than what I torn down. Sometimes much more excessive answers should have come. Again, the lively discussion with the learning partner helped, who was partly able to understand that we should have gone more into the depth of the topic. All in all, both tasks and the reflection on the task of learning a successful method to learn the learning content 4 & 5 yourself."
